corridor_id,policy_name,exposure_type,total_return_proxy,unhedged_volatility,hedged_volatility,volatility_reduction,max_drawdown_unhedged,max_drawdown_hedged,hedge_turnover,total_hedge_cost,average_hedge_ratio,number_of_hedge_changes,cost_adjusted_risk_reduction,regret_proxy,status,ticker,split,oos_design,test_period,test_bars,sample,warmup_start
USDTRY=X,regime_based,usd_liability_exposure,43.142,9.634,3.212,6.423,-4.779,-1.434,2.8,0.056,0.61,16,6.367,1.764,ok,USDTRY=X,split_2,fixed_split,2022-01-01..2024-12-31,782,test,2010-01-01
USDTRY=X,no_change_in_range,usd_liability_exposure,40.27,9.634,3.658,5.976,-4.779,-1.912,1.0,0.02,0.676,10,5.956,1.687,ok,USDTRY=X,split_2,fixed_split,2022-01-01..2024-12-31,782,test,2010-01-01
USDTRY=X,volatility_triggered,usd_liability_exposure,57.881,9.634,3.698,5.937,-4.779,-1.434,3.0,0.06,0.477,10,5.877,2.18,ok,USDTRY=X,split_2,fixed_split,2022-01-01..2024-12-31,782,test,2010-01-01
USDTRY=X,half_hedged,receiver_currency_exposure,-12.183,3.532,1.766,1.766,-22.954,-12.202,0.0,0.0,0.5,0,1.766,0.886,ok,USDTRY=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDTRY=X,mostly_hedged,receiver_currency_exposure,-6.283,3.532,0.883,2.649,-22.954,-6.294,0.0,0.0,0.75,0,2.649,0.443,ok,USDTRY=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDTRY=X,regime_based,receiver_currency_exposure,-9.006,3.532,1.135,2.397,-22.954,-9.018,1.0,0.02,0.625,10,2.377,0.643,ok,USDTRY=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDTRY=X,no_change_in_range,receiver_currency_exposure,-8.405,3.532,1.358,2.174,-22.954,-8.422,1.0,0.02,0.675,10,2.154,0.598,ok,USDTRY=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDTRY=X,volatility_triggered,receiver_currency_exposure,-11.96,3.532,1.332,2.2,-22.954,-11.972,3.0,0.06,0.475,10,2.14,0.865,ok,USDTRY=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDTRY=X,half_hedged,usd_liability_exposure,13.817,3.532,1.766,1.766,-0.432,-0.216,0.0,0.0,0.5,0,1.766,0.886,ok,USDTRY=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDTRY=X,mostly_hedged,usd_liability_exposure,6.692,3.532,0.883,2.649,-0.432,-0.108,0.0,0.0,0.75,0,2.649,0.443,ok,USDTRY=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDTRY=X,regime_based,usd_liability_exposure,9.831,3.532,1.132,2.4,-0.432,-0.173,1.0,0.02,0.625,10,2.38,0.642,ok,USDTRY=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDTRY=X,no_change_in_range,usd_liability_exposure,9.102,3.532,1.355,2.177,-0.432,-0.152,1.0,0.02,0.675,10,2.157,0.598,ok,USDTRY=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDTRY=X,volatility_triggered,usd_liability_exposure,13.415,3.532,1.326,2.206,-0.432,-0.259,3.0,0.06,0.475,10,2.146,0.864,ok,USDTRY=X,split_3,fixed_split,2025-01-01..2026-12-31,358,test,2010-01-01
USDTRY=X,half_hedged,receiver_currency_exposure,-1.779,12.282,6.141,6.141,-14.249,-7.337,0.0,0.0,0.5,0,6.141,4.637,ok,USDTRY=X,wf_0,walk_forward,2010-04-22..2011-04-21,260,test,2005-04-22
USDTRY=X,mostly_hedged,receiver_currency_exposure,-0.845,12.282,3.071,9.212,-14.249,-3.723,0.0,0.0,0.75,0,9.212,2.318,ok,USDTRY=X,wf_0,walk_forward,2010-04-22..2011-04-21,260,test,2005-04-22
USDTRY=X,regime_based,receiver_currency_exposure,0.142,12.282,4.272,8.01,-14.249,-4.313,3.6,0.072,0.633,20,7.938,3.287,ok,USDTRY=X,wf_0,walk_forward,2010-04-22..2011-04-21,260,test,2005-04-22
USDTRY=X,no_change_in_range,receiver_currency_exposure,-2.885,12.282,4.539,7.744,-14.249,-5.812,1.2,0.024,0.654,12,7.72,3.303,ok,USDTRY=X,wf_0,walk_forward,2010-04-22..2011-04-21,260,test,2005-04-22
USDTRY=X,volatility_triggered,receiver_currency_exposure,3.435,12.282,5.213,7.069,-14.249,-4.817,3.6,0.072,0.537,12,6.997,4.008,ok,USDTRY=X,wf_0,walk_forward,2010-04-22..2011-04-21,260,test,2005-04-22
USDTRY=X,half_hedged,usd_liability_exposure,1.417,12.282,6.141,6.141,-13.565,-6.982,0.0,0.0,0.5,0,6.141,4.637,ok,USDTRY=X,wf_0,walk_forward,2010-04-22..2011-04-21,260,test,2005-04-22
USDTRY=X,mostly_hedged,usd_liability_exposure,0.755,12.282,3.071,9.212,-13.565,-3.542,0.0,0.0,0.75,0,9.212,2.318,ok,USDTRY=X,wf_0,walk_forward,2010-04-22..2011-04-21,260,test,2005-04-22
USDTRY=X,regime_based,usd_liability_exposure,-0.472,12.282,4.267,8.015,-13.565,-5.278,3.6,0.072,0.633,20,7.943,3.285,ok,USDTRY=X,wf_0,walk_forward,2010-04-22..2011-04-21,260,test,2005-04-22
USDTRY=X,no_change_in_range,usd_liability_exposure,2.703,12.282,4.536,7.747,-13.565,-4.602,1.2,0.024,0.654,12,7.723,3.301,ok,USDTRY=X,wf_0,walk_forward,2010-04-22..2011-04-21,260,test,2005-04-22
USDTRY=X,volatility_triggered,usd_liability_exposure,-3.73,12.282,5.206,7.076,-13.565,-7.477,3.6,0.072,0.537,12,7.004,4.001,ok,USDTRY=X,wf_0,walk_forward,2010-04-22..2011-04-21,260,test,2005-04-22
USDTRY=X,half_hedged,receiver_currency_exposure,-8.535,12.522,6.261,6.261,-22.11,-11.592,0.0,0.0,0.5,0,6.261,4.89,ok,USDTRY=X,wf_1,walk_forward,2011-04-22..2012-04-21,261,test,2006-04-22
USDTRY=X,mostly_hedged,receiver_currency_exposure,-4.314,12.522,3.131,9.392,-22.11,-5.934,0.0,0.0,0.75,0,9.392,2.445,ok,USDTRY=X,wf_1,walk_forward,2011-04-22..2012-04-21,261,test,2006-04-22
USDTRY=X,regime_based,receiver_currency_exposure,-5.437,12.522,4.521,8.001,-22.11,-8.56,4.6,0.092,0.629,25,7.909,3.514,ok,USDTRY=X,wf_1,walk_forward,2011-04-22..2012-04-21,261,test,2006-04-22
USDTRY=X,no_change_in_range,receiver_currency_exposure,-6.141,12.522,4.661,7.861,-22.11,-8.043,1.6,0.032,0.654,16,7.829,3.516,ok,USDTRY=X,wf_1,walk_forward,2011-04-22..2012-04-21,261,test,2006-04-22
USDTRY=X,volatility_triggered,receiver_currency_exposure,-7.514,12.522,5.205,7.317,-22.11,-11.204,4.8,0.096,0.539,16,7.221,4.12,ok,USDTRY=X,wf_1,walk_forward,2011-04-22..2012-04-21,261,test,2006-04-22
USDTRY=X,half_hedged,usd_liability_exposure,8.887,12.522,6.261,6.261,-9.275,-4.733,0.0,0.0,0.5,0,6.261,4.89,ok,USDTRY=X,wf_1,walk_forward,2011-04-22..2012-04-21,261,test,2006-04-22
USDTRY=X,mostly_hedged,usd_liability_exposure,4.402,12.522,3.131,9.392,-9.275,-2.391,0.0,0.0,0.75,0,9.392,2.445,ok,USDTRY=X,wf_1,walk_forward,2011-04-22..2012-04-21,261,test,2006-04-22
USDTRY=X,regime_based,usd_liability_exposure,5.331,12.522,4.525,7.997,-9.275,-4.324,4.6,0.092,0.629,25,7.905,3.517,ok,USDTRY=X,wf_1,walk_forward,2011-04-22..2012-04-21,261,test,2006-04-22
USDTRY=X,no_change_in_range,usd_liability_exposure,6.234,12.522,4.662,7.86,-9.275,-3.141,1.6,0.032,0.654,16,7.828,3.517,ok,USDTRY=X,wf_1,walk_forward,2011-04-22..2012-04-21,261,test,2006-04-22
USDTRY=X,volatility_triggered,usd_liability_exposure,7.614,12.522,5.206,7.316,-9.275,-5.657,4.8,0.096,0.539,16,7.22,4.121,ok,USDTRY=X,wf_1,walk_forward,2011-04-22..2012-04-21,261,test,2006-04-22
USDTRY=X,half_hedged,receiver_currency_exposure,-0.261,6.541,3.271,3.271,-6.018,-3.045,0.0,0.0,0.5,0,3.271,2.567,ok,USDTRY=X,wf_2,walk_forward,2012-04-22..2013-04-21,260,test,2007-04-22
USDTRY=X,mostly_hedged,receiver_currency_exposure,-0.117,6.541,1.635,4.906,-6.018,-1.531,0.0,0.0,0.75,0,4.906,1.283,ok,USDTRY=X,wf_2,walk_forward,2012-04-22..2013-04-21,260,test,2007-04-22
USDTRY=X,regime_based,receiver_currency_exposure,-0.879,6.541,3.344,3.198,-6.018,-3.344,3.6,0.072,0.497,12,3.126,2.553,ok,USDTRY=X,wf_2,walk_forward,2012-04-22..2013-04-21,260,test,2007-04-22
USDTRY=X,no_change_in_range,receiver_currency_exposure,-0.144,6.541,1.962,4.579,-6.018,-1.835,0.0,0.0,0.7,0,4.579,1.54,ok,USDTRY=X,wf_2,walk_forward,2012-04-22..2013-04-21,260,test,2007-04-22
USDTRY=X,volatility_triggered,receiver_currency_exposure,-0.327,6.541,3.925,2.617,-6.018,-3.645,0.0,0.0,0.4,0,2.617,3.08,ok,USDTRY=X,wf_2,walk_forward,2012-04-22..2013-04-21,260,test,2007-04-22
USDTRY=X,half_hedged,usd_liability_exposure,0.152,6.541,3.271,3.271,-6.218,-3.127,0.0,0.0,0.5,0,3.271,2.567,ok,USDTRY=X,wf_2,walk_forward,2012-04-22..2013-04-21,260,test,2007-04-22
USDTRY=X,mostly_hedged,usd_liability_exposure,0.09,6.541,1.635,4.906,-6.218,-1.568,0.0,0.0,0.75,0,4.906,1.283,ok,USDTRY=X,wf_2,walk_forward,2012-04-22..2013-04-21,260,test,2007-04-22
USDTRY=X,regime_based,usd_liability_exposure,0.626,6.541,3.343,3.198,-6.218,-2.842,3.6,0.072,0.497,12,3.126,2.555,ok,USDTRY=X,wf_2,walk_forward,2012-04-22..2013-04-21,260,test,2007-04-22
USDTRY=X,no_change_in_range,usd_liability_exposure,0.104,6.541,1.962,4.579,-6.218,-1.881,0.0,0.0,0.7,0,4.579,1.54,ok,USDTRY=X,wf_2,walk_forward,2012-04-22..2013-04-21,260,test,2007-04-22
USDTRY=X,volatility_triggered,usd_liability_exposure,0.169,6.541,3.925,2.617,-6.218,-3.749,0.0,0.0,0.4,0,2.617,3.08,ok,USDTRY=X,wf_2,walk_forward,2012-04-22..2013-04-21,260,test,2007-04-22
USDTRY=X,half_hedged,receiver_currency_exposure,-8.751,12.541,6.27,6.27,-23.959,-12.69,0.0,0.0,0.5,0,6.27,4.479,ok,USDTRY=X,wf_3,walk_forward,2013-04-22..2014-04-21,260,test,2008-04-22
USDTRY=X,mostly_hedged,receiver_currency_exposure,-4.427,12.541,3.135,9.405,-23.959,-6.531,0.0,0.0,0.75,0,9.405,2.24,ok,USDTRY=X,wf_3,walk_forward,2013-04-22..2014-04-21,260,test,2008-04-22
USDTRY=X,regime_based,receiver_currency_exposure,-5.265,12.541,4.226,8.314,-23.959,-9.353,3.0,0.06,0.631,15,8.254,3.051,ok,USDTRY=X,wf_3,walk_forward,2013-04-22..2014-04-21,260,test,2008-04-22
USDTRY=X,no_change_in_range,receiver_currency_exposure,-6.859,12.541,4.892,7.649,-23.959,-9.661,0.8,0.016,0.631,8,7.633,3.412,ok,USDTRY=X,wf_3,walk_forward,2013-04-22..2014-04-21,260,test,2008-04-22
USDTRY=X,volatility_triggered,receiver_currency_exposure,-5.928,12.541,4.35,8.19,-23.959,-9.722,2.4,0.048,0.607,8,8.142,3.203,ok,USDTRY=X,wf_3,walk_forward,2013-04-22..2014-04-21,260,test,2008-04-22
USDTRY=X,half_hedged,usd_liability_exposure,9.145,12.541,6.27,6.27,-10.15,-5.137,0.0,0.0,0.5,0,6.27,4.479,ok,USDTRY=X,wf_3,walk_forward,2013-04-22..2014-04-21,260,test,2008-04-22
USDTRY=X,mostly_hedged,usd_liability_exposure,4.526,12.541,3.135,9.405,-10.15,-2.583,0.0,0.0,0.75,0,9.405,2.24,ok,USDTRY=X,wf_3,walk_forward,2013-04-22..2014-04-21,260,test,2008-04-22
USDTRY=X,regime_based,usd_liability_exposure,5.236,12.541,4.228,8.312,-10.15,-4.753,3.0,0.06,0.631,15,8.252,3.053,ok,USDTRY=X,wf_3,walk_forward,2013-04-22..2014-04-21,260,test,2008-04-22
USDTRY=X,no_change_in_range,usd_liability_exposure,7.064,12.541,4.892,7.649,-10.15,-3.512,0.8,0.016,0.631,8,7.633,3.412,ok,USDTRY=X,wf_3,walk_forward,2013-04-22..2014-04-21,260,test,2008-04-22
USDTRY=X,volatility_triggered,usd_liability_exposure,5.991,12.541,4.35,8.19,-10.15,-4.927,2.4,0.048,0.607,8,8.142,3.203,ok,USDTRY=X,wf_3,walk_forward,2013-04-22..2014-04-21,260,test,2008-04-22
USDTRY=X,half_hedged,receiver_currency_exposure,-11.49,10.454,5.227,5.227,-24.213,-12.822,0.0,0.0,0.5,0,5.227,4.054,ok,USDTRY=X,wf_4,walk_forward,2014-04-22..2015-04-21,261,test,2009-04-22
USDTRY=X,mostly_hedged,receiver_currency_exposure,-5.887,10.454,2.613,7.84,-24.213,-6.598,0.0,0.0,0.75,0,7.84,2.027,ok,USDTRY=X,wf_4,walk_forward,2014-04-22..2015-04-21,261,test,2009-04-22
USDTRY=X,regime_based,receiver_currency_exposure,-8.761,10.454,4.009,6.445,-24.213,-9.836,2.8,0.056,0.612,13,6.389,3.071,ok,USDTRY=X,wf_4,walk_forward,2014-04-22..2015-04-21,261,test,2009-04-22
USDTRY=X,no_change_in_range,receiver_currency_exposure,-8.115,10.454,3.664,6.79,-24.213,-9.001,0.6,0.012,0.67,6,6.778,2.745,ok,USDTRY=X,wf_4,walk_forward,2014-04-22..2015-04-21,261,test,2009-04-22
USDTRY=X,volatility_triggered,receiver_currency_exposure,-10.207,10.454,4.897,5.557,-24.213,-11.787,1.8,0.036,0.494,6,5.521,3.864,ok,USDTRY=X,wf_4,walk_forward,2014-04-22..2015-04-21,261,test,2009-04-22
USDTRY=X,half_hedged,usd_liability_exposure,12.658,10.454,5.227,5.227,-4.133,-2.082,0.0,0.0,0.5,0,5.227,4.054,ok,USDTRY=X,wf_4,walk_forward,2014-04-22..2015-04-21,261,test,2009-04-22
USDTRY=X,mostly_hedged,usd_liability_exposure,6.178,10.454,2.613,7.84,-4.133,-1.045,0.0,0.0,0.75,0,7.84,2.027,ok,USDTRY=X,wf_4,walk_forward,2014-04-22..2015-04-21,261,test,2009-04-22
USDTRY=X,regime_based,usd_liability_exposure,9.295,10.454,4.006,6.447,-4.133,-1.748,2.8,0.056,0.612,13,6.391,3.071,ok,USDTRY=X,wf_4,walk_forward,2014-04-22..2015-04-21,261,test,2009-04-22
USDTRY=X,no_change_in_range,usd_liability_exposure,8.652,10.454,3.664,6.79,-4.133,-1.454,0.6,0.012,0.67,6,6.778,2.745,ok,USDTRY=X,wf_4,walk_forward,2014-04-22..2015-04-21,261,test,2009-04-22
USDTRY=X,volatility_triggered,usd_liability_exposure,11.007,10.454,4.895,5.559,-4.133,-2.348,1.8,0.036,0.494,6,5.523,3.862,ok,USDTRY=X,wf_4,walk_forward,2014-04-22..2015-04-21,261,test,2009-04-22
USDTRY=X,half_hedged,receiver_currency_exposure,-2.602,11.9,5.95,5.95,-16.452,-8.47,0.0,0.0,0.5,0,5.95,4.53,ok,USDTRY=X,wf_5,walk_forward,2015-04-22..2016-04-21,262,test,2010-04-22
USDTRY=X,mostly_hedged,receiver_currency_exposure,-1.264,11.9,2.975,8.925,-16.452,-4.296,0.0,0.0,0.75,0,8.925,2.265,ok,USDTRY=X,wf_5,walk_forward,2015-04-22..2016-04-21,262,test,2010-04-22
USDTRY=X,regime_based,receiver_currency_exposure,-3.163,11.9,4.664,7.235,-16.452,-7.715,4.0,0.08,0.617,20,7.155,3.44,ok,USDTRY=X,wf_5,walk_forward,2015-04-22..2016-04-21,262,test,2010-04-22
USDTRY=X,no_change_in_range,receiver_currency_exposure,-1.525,11.9,4.321,7.579,-16.452,-5.957,1.0,0.02,0.653,10,7.559,3.193,ok,USDTRY=X,wf_5,walk_forward,2015-04-22..2016-04-21,262,test,2010-04-22
USDTRY=X,volatility_triggered,receiver_currency_exposure,-3.415,11.9,5.337,6.563,-16.452,-8.667,3.6,0.072,0.534,12,6.491,4.054,ok,USDTRY=X,wf_5,walk_forward,2015-04-22..2016-04-21,262,test,2010-04-22
USDTRY=X,half_hedged,usd_liability_exposure,2.296,11.9,5.95,5.95,-8.036,-4.005,0.0,0.0,0.5,0,5.95,4.53,ok,USDTRY=X,wf_5,walk_forward,2015-04-22..2016-04-21,262,test,2010-04-22
USDTRY=X,mostly_hedged,usd_liability_exposure,1.188,11.9,2.975,8.925,-8.036,-2.001,0.0,0.0,0.75,0,8.925,2.265,ok,USDTRY=X,wf_5,walk_forward,2015-04-22..2016-04-21,262,test,2010-04-22
USDTRY=X,regime_based,usd_liability_exposure,2.868,11.9,4.667,7.233,-8.036,-3.691,4.0,0.08,0.617,20,7.153,3.44,ok,USDTRY=X,wf_5,walk_forward,2015-04-22..2016-04-21,262,test,2010-04-22
USDTRY=X,no_change_in_range,usd_liability_exposure,1.312,11.9,4.321,7.579,-8.036,-2.875,1.0,0.02,0.653,10,7.559,3.193,ok,USDTRY=X,wf_5,walk_forward,2015-04-22..2016-04-21,262,test,2010-04-22
USDTRY=X,volatility_triggered,usd_liability_exposure,3.082,11.9,5.335,6.565,-8.036,-4.497,3.6,0.072,0.534,12,6.493,4.054,ok,USDTRY=X,wf_5,walk_forward,2015-04-22..2016-04-21,262,test,2010-04-22
USDTRY=X,half_hedged,receiver_currency_exposure,-12.811,13.994,6.997,6.997,-28.937,-15.534,0.0,0.0,0.5,0,6.997,5.126,ok,USDTRY=X,wf_6,walk_forward,2016-04-22..2017-04-21,261,test,2011-04-22
USDTRY=X,mostly_hedged,receiver_currency_exposure,-6.565,13.994,3.498,10.495,-28.937,-8.055,0.0,0.0,0.75,0,10.495,2.563,ok,USDTRY=X,wf_6,walk_forward,2016-04-22..2017-04-21,261,test,2011-04-22
USDTRY=X,regime_based,receiver_currency_exposure,-11.029,13.994,5.26,8.733,-28.937,-12.157,4.6,0.092,0.605,22,8.641,3.857,ok,USDTRY=X,wf_6,walk_forward,2016-04-22..2017-04-21,261,test,2011-04-22
USDTRY=X,no_change_in_range,receiver_currency_exposure,-9.311,13.994,5.265,8.729,-28.937,-11.9,1.0,0.02,0.647,10,8.709,3.724,ok,USDTRY=X,wf_6,walk_forward,2016-04-22..2017-04-21,261,test,2011-04-22
USDTRY=X,volatility_triggered,receiver_currency_exposure,-11.094,13.994,5.629,8.364,-28.937,-12.642,3.0,0.06,0.56,10,8.304,4.207,ok,USDTRY=X,wf_6,walk_forward,2016-04-22..2017-04-21,261,test,2011-04-22
USDTRY=X,half_hedged,usd_liability_exposure,14.108,13.994,6.997,6.997,-7.893,-3.986,0.0,0.0,0.5,0,6.997,5.126,ok,USDTRY=X,wf_6,walk_forward,2016-04-22..2017-04-21,261,test,2011-04-22
USDTRY=X,mostly_hedged,usd_liability_exposure,6.889,13.994,3.498,10.495,-7.893,-2.002,0.0,0.0,0.75,0,10.495,2.563,ok,USDTRY=X,wf_6,walk_forward,2016-04-22..2017-04-21,261,test,2011-04-22
USDTRY=X,regime_based,usd_liability_exposure,11.864,13.994,5.26,8.733,-7.893,-2.552,4.6,0.092,0.605,22,8.641,3.858,ok,USDTRY=X,wf_6,walk_forward,2016-04-22..2017-04-21,261,test,2011-04-22
USDTRY=X,no_change_in_range,usd_liability_exposure,9.904,13.994,5.263,8.73,-7.893,-3.216,1.0,0.02,0.647,10,8.71,3.724,ok,USDTRY=X,wf_6,walk_forward,2016-04-22..2017-04-21,261,test,2011-04-22
USDTRY=X,volatility_triggered,usd_liability_exposure,11.972,13.994,5.627,8.367,-7.893,-2.854,3.0,0.06,0.56,10,8.307,4.206,ok,USDTRY=X,wf_6,walk_forward,2016-04-22..2017-04-21,261,test,2011-04-22
USDTRY=X,half_hedged,receiver_currency_exposure,-5.582,11.066,5.533,5.533,-18.554,-9.651,0.0,0.0,0.5,0,5.533,4.162,ok,USDTRY=X,wf_7,walk_forward,2017-04-22..2018-04-21,258,test,2012-04-22
USDTRY=X,mostly_hedged,receiver_currency_exposure,-2.793,11.066,2.767,8.3,-18.554,-4.921,0.0,0.0,0.75,0,8.3,2.081,ok,USDTRY=X,wf_7,walk_forward,2017-04-22..2018-04-21,258,test,2012-04-22
USDTRY=X,regime_based,receiver_currency_exposure,-2.656,11.066,4.366,6.7,-18.554,-7.075,3.9,0.078,0.564,18,6.622,3.375,ok,USDTRY=X,wf_7,walk_forward,2017-04-22..2018-04-21,258,test,2012-04-22
