ticker,split,exposure_type,oos_design,test_period,no_change_cost_adj_risk_reduction,regime_based_cost_adj_risk_reduction,no_change_turnover,regime_based_turnover,turnover_reduction_pct,no_change_max_dd_hedged,regime_based_max_dd_hedged,no_change_wins_cost_adj,no_change_wins_turnover,no_change_dd_not_worse
USDKRW=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,6.723,6.793,2.3,5.3,56.6,-3.317,-3.806,False,True,True
USDKRW=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,4.991,3.9,0.3,4.8,93.75,-1.359,-2.001,True,True,True
USDKRW=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,4.992,3.902,0.3,4.8,93.75,-2.681,-3.97,True,True,True
USDKRW=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,4.853,3.917,1.3,4.8,72.92,-3.124,-3.954,True,True,True
USDKRW=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,4.853,3.914,1.3,4.8,72.92,-1.181,-2.065,True,True,True
USDKRW=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,4.589,4.08,0.7,3.9,82.05,-3.291,-4.429,True,True,True
USDKRW=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,4.588,4.084,0.7,3.9,82.05,-1.81,-2.381,True,True,True
USDKRW=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,5.031,5.005,1.0,2.4,58.33,-1.704,-2.085,True,True,True
USDKRW=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,5.03,5.004,1.0,2.4,58.33,-4.979,-5.637,True,True,True
USDKRW=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,4.384,4.092,2.0,5.0,60.0,-4.183,-4.318,True,True,True
USDKRW=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,4.386,4.087,2.0,5.0,60.0,-1.041,-1.57,True,True,True
USDKRW=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,7.216,7.875,1.6,2.8,42.86,-6.09,-6.256,False,True,True
USDKRW=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,7.217,7.876,1.6,2.8,42.86,-6.245,-5.146,False,True,False
USDKRW=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,5.877,5.46,1.3,4.0,67.5,-2.232,-3.475,True,True,True
USDKRW=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,5.875,5.46,1.3,4.0,67.5,-2.382,-2.811,True,True,True
USDKRW=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,5.632,5.317,1.0,3.7,72.97,-4.57,-4.84,True,True,True
USDKRW=X,wf_15,usd_liability_exposure,walk_forward,2024-03-19..2025-03-18,5.63,5.318,1.0,3.7,72.97,-2.273,-2.051,True,True,False
USDKRW=X,wf_16,receiver_currency_exposure,walk_forward,2025-03-19..2026-03-18,6.572,6.398,0.9,5.3,83.02,-3.922,-4.884,True,True,True
USDKRW=X,wf_16,usd_liability_exposure,walk_forward,2025-03-19..2026-03-18,6.573,6.403,0.9,5.3,83.02,-3.721,-2.585,True,True,False
USDKRW=X,wf_17,receiver_currency_exposure,walk_forward,2026-03-19..2026-05-22,7.012,6.89,0.6,1.5,60.0,-1.716,-1.919,True,True,True
USDKRW=X,wf_17,usd_liability_exposure,walk_forward,2026-03-19..2026-05-22,7.012,6.898,0.6,1.5,60.0,-2.04,-1.873,True,True,False
USDTHB=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,3.39,2.843,3.9,14.1,72.34,-4.652,-7.467,True,True,True
USDTHB=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,3.389,2.846,3.9,14.1,72.34,-3.624,-4.519,True,True,True
USDTHB=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,5.21,4.933,4.6,13.5,65.93,-6.05,-6.833,True,True,True
USDTHB=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,5.21,4.933,4.6,13.5,65.93,-6.969,-5.653,True,True,False
USDTHB=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,5.171,4.874,1.8,6.3,71.43,-2.386,-2.642,True,True,True
USDTHB=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,5.171,4.874,1.8,6.3,71.43,-4.164,-5.233,True,True,True
USDTHB=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-19..2010-03-18,5.271,4.344,2.0,5.2,61.54,-1.168,-1.749,True,True,True
USDTHB=X,wf_0,usd_liability_exposure,walk_forward,2009-03-19..2010-03-18,5.271,4.343,2.0,5.2,61.54,-3.56,-4.843,True,True,True
USDTHB=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-19..2011-03-18,7.385,6.448,1.4,4.4,68.18,-2.006,-2.721,True,True,True
USDTHB=X,wf_1,usd_liability_exposure,walk_forward,2010-03-19..2011-03-18,7.386,6.452,1.4,4.4,68.18,-3.582,-4.493,True,True,True
USDTHB=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-19..2012-03-18,8.535,8.868,1.4,5.6,75.0,-3.155,-4.705,False,True,True
USDTHB=X,wf_2,usd_liability_exposure,walk_forward,2011-03-19..2012-03-18,8.531,8.864,1.4,5.6,75.0,-2.426,-2.369,False,True,False
USDTHB=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-19..2013-03-18,11.655,10.964,1.0,2.8,64.29,-2.054,-2.894,True,True,True
USDTHB=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,11.655,10.964,1.0,2.8,64.29,-2.817,-3.093,True,True,True
USDTHB=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,11.146,10.042,1.4,3.8,63.16,-6.25,-5.726,True,True,False
USDTHB=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,11.148,10.045,1.4,3.8,63.16,-1.834,-2.526,True,True,True
USDTHB=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,6.027,5.168,0.6,3.6,83.33,-2.116,-2.189,True,True,True
USDTHB=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,6.028,5.166,0.6,3.6,83.33,-1.261,-2.395,True,True,True
USDTHB=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,6.711,6.901,0.7,3.7,81.08,-3.99,-5.802,False,True,True
USDTHB=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,6.709,6.898,0.7,3.7,81.08,-2.389,-2.228,False,True,False
USDTHB=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,5.262,4.391,1.1,3.7,70.27,-2.196,-2.929,True,True,True
USDTHB=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,5.261,4.392,1.1,3.7,70.27,-1.636,-2.294,True,True,True
USDTHB=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,3.057,3.039,0.1,1.3,92.31,-0.849,-0.637,True,True,False
USDTHB=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,3.055,3.038,0.1,1.3,92.31,-3.71,-4.529,True,True,True
USDTHB=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,3.536,3.629,1.9,4.3,55.81,-2.753,-3.168,False,True,True
USDTHB=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,3.534,3.63,1.9,4.3,55.81,-2.934,-3.134,False,True,True
USDTHB=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,3.212,2.629,1.5,4.7,68.09,-2.908,-3.641,True,True,True
USDTHB=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,3.212,2.635,1.5,4.7,68.09,-2.259,-3.962,True,True,True
USDTHB=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,3.212,2.668,1.0,5.0,80.0,-1.071,-1.86,True,True,True
USDTHB=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,3.214,2.67,1.0,5.0,80.0,-3.624,-4.118,True,True,True
USDTHB=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,3.761,3.519,1.0,4.6,78.26,-3.186,-5.206,True,True,True
USDTHB=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,3.76,3.519,1.0,4.6,78.26,-1.875,-2.357,True,True,True
USDTHB=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,5.445,5.833,2.2,4.6,52.17,-4.764,-5.735,False,True,True
USDTHB=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,5.444,5.834,2.2,4.6,52.17,-6.0,-4.471,False,True,False
USDTHB=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,5.135,4.71,0.7,4.3,83.72,-2.962,-3.632,True,True,True
USDTHB=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,5.135,4.708,0.7,4.3,83.72,-2.749,-3.16,True,True,True
USDTHB=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,5.349,4.72,2.4,5.6,57.14,-3.053,-2.825,True,True,False
USDTHB=X,wf_15,usd_liability_exposure,walk_forward,2024-03-19..2025-03-18,5.349,4.722,2.4,5.6,57.14,-5.05,-4.923,True,True,False
USDTHB=X,wf_16,receiver_currency_exposure,walk_forward,2025-03-19..2026-03-18,5.086,4.664,0.6,4.2,85.71,-1.621,-2.087,True,True,True
USDTHB=X,wf_16,usd_liability_exposure,walk_forward,2025-03-19..2026-03-18,5.086,4.665,0.6,4.2,85.71,-4.162,-5.233,True,True,True
USDTHB=X,wf_17,receiver_currency_exposure,walk_forward,2026-03-19..2026-05-22,6.214,7.251,0.3,0.3,0.0,-0.953,-0.715,False,False,False
USDTHB=X,wf_17,usd_liability_exposure,walk_forward,2026-03-19..2026-05-22,6.217,7.254,0.3,0.3,0.0,-1.193,-0.896,False,False,False
USDMYR=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,2.574,2.148,3.7,12.1,69.42,-3.51,-3.407,True,True,False
USDMYR=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,2.574,2.149,3.7,12.1,69.42,-3.338,-4.658,True,True,True
USDMYR=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,3.438,3.404,2.9,11.7,75.21,-4.545,-6.918,True,True,True
USDMYR=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,3.438,3.404,2.9,11.7,75.21,-5.542,-5.234,True,True,False
USDMYR=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,3.876,3.262,1.2,6.0,80.0,-1.463,-1.576,True,True,True
USDMYR=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,3.874,3.26,1.2,6.0,80.0,-4.885,-6.697,True,True,True
USDMYR=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-19..2010-03-18,7.215,6.605,1.4,5.6,75.0,-1.617,-1.891,True,True,True
USDMYR=X,wf_0,usd_liability_exposure,walk_forward,2009-03-19..2010-03-18,7.218,6.607,1.4,5.6,75.0,-3.556,-4.374,True,True,True
USDMYR=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-19..2011-03-18,8.718,8.83,1.3,4.0,67.5,-2.697,-2.021,False,True,False
USDMYR=X,wf_1,usd_liability_exposure,walk_forward,2010-03-19..2011-03-18,8.719,8.831,1.3,4.0,67.5,-3.954,-4.306,False,True,True
USDMYR=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-19..2012-03-18,7.663,7.394,0.8,5.3,84.91,-3.849,-4.837,True,True,True
USDMYR=X,wf_2,usd_liability_exposure,walk_forward,2011-03-19..2012-03-18,7.663,7.392,0.8,5.3,84.91,-2.626,-2.843,True,True,True
USDMYR=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-19..2013-03-18,4.694,4.223,0.2,3.2,93.75,-2.05,-3.091,True,True,True
USDMYR=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,4.692,4.222,0.2,3.2,93.75,-1.869,-2.938,True,True,True
USDMYR=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,5.495,5.242,1.0,4.0,75.0,-4.247,-5.382,True,True,True
USDMYR=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,5.494,5.24,1.0,4.0,75.0,-2.242,-2.627,True,True,True
USDMYR=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,4.552,4.892,1.7,2.3,26.09,-6.468,-5.438,False,True,False
USDMYR=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,4.554,4.894,1.7,2.3,26.09,-1.505,-1.937,False,True,True
USDMYR=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,8.333,8.492,1.0,5.2,80.77,-8.264,-8.493,False,True,True
USDMYR=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,8.333,8.491,1.0,5.2,80.77,-3.935,-2.877,False,True,False
USDMYR=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,6.584,6.505,0.5,3.8,86.84,-5.592,-5.547,True,True,False
USDMYR=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,6.585,6.502,0.5,3.8,86.84,-2.069,-2.532,True,True,True
USDMYR=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,2.361,2.197,0.7,2.2,68.18,-0.842,-0.632,True,True,False
USDMYR=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,2.359,2.193,0.7,2.2,68.18,-4.529,-6.107,True,True,True
USDMYR=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,2.863,2.656,0.9,2.5,64.0,-2.707,-3.678,True,True,True
USDMYR=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,2.864,2.658,0.9,2.5,64.0,-1.015,-1.621,True,True,True
USDMYR=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,2.595,2.368,1.5,5.3,71.7,-2.696,-2.55,True,True,False
USDMYR=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,2.595,2.373,1.5,5.3,71.7,-1.289,-2.105,True,True,True
USDMYR=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,3.077,2.76,0.5,2.5,80.0,-0.873,-1.731,True,True,True
USDMYR=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,3.077,2.76,0.5,2.5,80.0,-3.338,-4.658,True,True,True
USDMYR=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,1.987,1.535,1.6,4.9,67.35,-1.198,-2.075,True,True,True
USDMYR=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,1.985,1.533,1.6,4.9,67.35,-0.895,-1.08,True,True,True
USDMYR=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,3.322,3.637,1.3,3.0,56.67,-4.369,-4.402,False,True,True
USDMYR=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,3.322,3.641,1.3,3.0,56.67,-4.351,-3.445,False,True,False
USDMYR=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,3.539,3.43,0.9,3.9,76.92,-2.82,-4.3,True,True,True
USDMYR=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,3.537,3.433,0.9,3.9,76.92,-1.368,-1.391,True,True,True
USDMYR=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,3.993,3.994,0.8,4.4,81.82,-3.577,-2.858,False,True,False
USDMYR=X,wf_15,usd_liability_exposure,walk_forward,2024-03-19..2025-03-18,3.993,3.99,0.8,4.4,81.82,-5.389,-5.234,True,True,False
USDMYR=X,wf_16,receiver_currency_exposure,walk_forward,2025-03-19..2026-03-18,3.824,3.204,0.5,3.5,85.71,-1.15,-1.105,True,True,False
USDMYR=X,wf_16,usd_liability_exposure,walk_forward,2025-03-19..2026-03-18,3.824,3.206,0.5,3.5,85.71,-4.813,-6.587,True,True,True
USDMYR=X,wf_17,receiver_currency_exposure,walk_forward,2026-03-19..2026-05-22,3.838,3.395,0.5,1.7,70.59,-1.243,-1.205,True,True,False
USDMYR=X,wf_17,usd_liability_exposure,walk_forward,2026-03-19..2026-05-22,3.832,3.374,0.5,1.7,70.59,-1.441,-1.669,True,True,True
USDIDR=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,8.26,8.039,2.6,11.6,77.59,-8.787,-7.238,True,True,False
USDIDR=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,8.261,8.039,2.6,11.6,77.59,-6.648,-5.588,True,True,False
USDIDR=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,5.563,5.527,4.3,11.7,63.25,-4.644,-7.708,True,True,True
USDIDR=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,5.563,5.527,4.3,11.7,63.25,-3.668,-3.577,True,True,False
USDIDR=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,6.38,6.934,1.6,4.0,60.0,-4.797,-5.031,False,True,True
USDIDR=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,6.377,6.931,1.6,4.0,60.0,-3.214,-3.059,False,True,False
USDIDR=X,wf_0,receiver_currency_exposure,walk_forward,2006-10-23..2007-10-22,4.258,3.918,0.9,5.1,82.35,-3.33,-2.741,True,True,False
USDIDR=X,wf_0,usd_liability_exposure,walk_forward,2006-10-23..2007-10-22,4.258,3.917,0.9,5.1,82.35,-2.122,-2.337,True,True,True
USDIDR=X,wf_1,receiver_currency_exposure,walk_forward,2007-10-23..2008-10-22,7.672,8.207,1.4,4.4,68.18,-4.235,-2.666,False,True,False
USDIDR=X,wf_1,usd_liability_exposure,walk_forward,2007-10-23..2008-10-22,7.674,8.211,1.4,4.4,68.18,-2.36,-2.253,False,True,False
USDIDR=X,wf_2,receiver_currency_exposure,walk_forward,2008-10-23..2009-10-22,14.467,15.591,0.7,2.5,72.0,-10.276,-7.783,False,True,False
USDIDR=X,wf_2,usd_liability_exposure,walk_forward,2008-10-23..2009-10-22,14.466,15.588,0.7,2.5,72.0,-9.626,-10.848,False,True,True
USDIDR=X,wf_3,receiver_currency_exposure,walk_forward,2009-10-23..2010-10-22,8.322,6.733,0.8,4.8,83.33,-1.917,-2.297,True,True,True
USDIDR=X,wf_3,usd_liability_exposure,walk_forward,2009-10-23..2010-10-22,8.321,6.732,0.8,4.8,83.33,-3.241,-4.371,True,True,True
USDIDR=X,wf_4,receiver_currency_exposure,walk_forward,2010-10-23..2011-10-22,9.697,10.133,1.3,4.3,69.77,-3.711,-3.575,False,True,False
USDIDR=X,wf_4,usd_liability_exposure,walk_forward,2010-10-23..2011-10-22,9.698,10.133,1.3,4.3,69.77,-2.93,-4.477,False,True,True
USDIDR=X,wf_5,receiver_currency_exposure,walk_forward,2011-10-23..2012-10-22,6.211,5.852,0.6,2.4,75.0,-4.38,-2.991,True,True,False
USDIDR=X,wf_5,usd_liability_exposure,walk_forward,2011-10-23..2012-10-22,6.214,5.852,0.6,2.4,75.0,-1.37,-1.964,True,True,True
USDIDR=X,wf_6,receiver_currency_exposure,walk_forward,2012-10-23..2013-10-22,10.163,11.308,0.6,5.0,88.0,-8.091,-7.168,False,True,False
USDIDR=X,wf_6,usd_liability_exposure,walk_forward,2012-10-23..2013-10-22,10.162,11.306,0.6,5.0,88.0,-2.707,-2.025,False,True,False
USDIDR=X,wf_7,receiver_currency_exposure,walk_forward,2013-10-23..2014-10-22,18.812,17.28,0.3,5.1,94.12,-11.02,-13.445,True,True,True
USDIDR=X,wf_7,usd_liability_exposure,walk_forward,2013-10-23..2014-10-22,18.81,17.277,0.3,5.1,94.12,-8.151,-9.013,True,True,True
USDIDR=X,wf_8,receiver_currency_exposure,walk_forward,2014-10-23..2015-10-22,6.543,6.845,1.5,2.8,46.43,-7.055,-7.488,False,True,True
USDIDR=X,wf_8,usd_liability_exposure,walk_forward,2014-10-23..2015-10-22,6.542,6.842,1.5,2.8,46.43,-3.983,-3.017,False,True,False
USDIDR=X,wf_9,receiver_currency_exposure,walk_forward,2015-10-23..2016-10-22,6.238,5.651,0.7,4.6,84.78,-2.238,-2.223,True,True,False
USDIDR=X,wf_9,usd_liability_exposure,walk_forward,2015-10-23..2016-10-22,6.239,5.647,0.7,4.6,84.78,-3.291,-5.07,True,True,True
USDIDR=X,wf_10,receiver_currency_exposure,walk_forward,2016-10-23..2017-10-22,4.553,2.842,0.2,2.6,92.31,-1.732,-2.549,True,True,True
USDIDR=X,wf_10,usd_liability_exposure,walk_forward,2016-10-23..2017-10-22,4.553,2.848,0.2,2.6,92.31,-1.318,-2.178,True,True,True
USDIDR=X,wf_11,receiver_currency_exposure,walk_forward,2017-10-23..2018-10-22,4.324,4.606,0.3,2.1,85.71,-5.707,-5.35,False,True,False
USDIDR=X,wf_11,usd_liability_exposure,walk_forward,2017-10-23..2018-10-22,4.324,4.605,0.3,2.1,85.71,-1.257,-1.6,False,True,True
USDIDR=X,wf_12,receiver_currency_exposure,walk_forward,2018-10-23..2019-10-22,5.17,4.393,2.3,5.8,60.34,-1.739,-2.403,True,True,True
USDIDR=X,wf_12,usd_liability_exposure,walk_forward,2018-10-23..2019-10-22,5.171,4.388,2.3,5.8,60.34,-3.435,-3.582,True,True,True
USDIDR=X,wf_13,receiver_currency_exposure,walk_forward,2019-10-23..2020-10-22,11.727,12.694,0.6,2.8,78.57,-8.787,-7.238,False,True,False
USDIDR=X,wf_13,usd_liability_exposure,walk_forward,2019-10-23..2020-10-22,11.727,12.695,0.6,2.8,78.57,-6.648,-5.305,False,True,False
USDIDR=X,wf_14,receiver_currency_exposure,walk_forward,2020-10-23..2021-10-22,6.841,5.439,0.0,3.3,100.0,-1.843,-3.345,True,True,True
USDIDR=X,wf_14,usd_liability_exposure,walk_forward,2020-10-23..2021-10-22,6.841,5.439,0.0,3.3,100.0,-2.009,-2.682,True,True,True
USDIDR=X,wf_15,receiver_currency_exposure,walk_forward,2021-10-23..2022-10-22,3.73,2.626,1.1,3.7,70.27,-3.315,-5.516,True,True,True
USDIDR=X,wf_15,usd_liability_exposure,walk_forward,2021-10-23..2022-10-22,3.73,2.625,1.1,3.7,70.27,-0.801,-1.006,True,True,True
USDIDR=X,wf_16,receiver_currency_exposure,walk_forward,2022-10-23..2023-10-22,4.452,4.292,1.1,3.5,68.57,-2.491,-3.065,True,True,True
USDIDR=X,wf_16,usd_liability_exposure,walk_forward,2022-10-23..2023-10-22,4.45,4.29,1.1,3.5,68.57,-2.646,-3.577,True,True,True
USDIDR=X,wf_17,receiver_currency_exposure,walk_forward,2023-10-23..2024-10-22,5.298,5.286,1.5,3.9,61.54,-2.763,-3.851,True,True,True
USDIDR=X,wf_17,usd_liability_exposure,walk_forward,2023-10-23..2024-10-22,5.297,5.287,1.5,3.9,61.54,-3.467,-2.831,True,True,False
USDIDR=X,wf_18,receiver_currency_exposure,walk_forward,2024-10-23..2025-10-22,8.874,9.93,1.7,4.1,58.54,-4.718,-4.111,False,True,False
USDIDR=X,wf_18,usd_liability_exposure,walk_forward,2024-10-23..2025-10-22,8.872,9.927,1.7,4.1,58.54,-3.214,-3.059,False,True,False
USDIDR=X,wf_19,receiver_currency_exposure,walk_forward,2025-10-23..2026-05-22,5.039,5.494,0.5,1.1,54.55,-3.528,-3.359,False,True,False
USDIDR=X,wf_19,usd_liability_exposure,walk_forward,2025-10-23..2026-05-22,5.038,5.492,0.5,1.1,54.55,-1.067,-0.799,False,True,False
USDPEN=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,11.029,10.337,4.0,14.1,71.63,-11.297,-12.224,True,True,True
USDPEN=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,11.029,10.336,4.0,14.1,71.63,-4.745,-3.643,True,True,False
USDPEN=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,13.384,12.46,5.6,18.4,69.57,-5.492,-8.022,True,True,True
USDPEN=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,13.385,12.463,5.6,18.4,69.57,-4.019,-5.532,True,True,True
USDPEN=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,15.118,13.816,1.8,5.4,66.67,-3.82,-5.0,True,True,True
USDPEN=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,15.117,13.815,1.8,5.4,66.67,-4.934,-4.981,True,True,True
USDPEN=X,wf_0,receiver_currency_exposure,walk_forward,2006-09-19..2007-09-18,12.618,8.398,0.5,6.6,92.42,-1.967,-3.596,True,True,True
USDPEN=X,wf_0,usd_liability_exposure,walk_forward,2006-09-19..2007-09-18,12.619,8.404,0.5,6.6,92.42,-2.027,-3.501,True,True,True
USDPEN=X,wf_1,receiver_currency_exposure,walk_forward,2007-09-19..2008-09-18,11.765,12.69,1.1,3.2,65.62,-5.489,-4.992,False,True,False
USDPEN=X,wf_1,usd_liability_exposure,walk_forward,2007-09-19..2008-09-18,11.764,12.69,1.1,3.2,65.62,-5.112,-5.487,False,True,True
USDPEN=X,wf_2,receiver_currency_exposure,walk_forward,2008-09-19..2009-09-18,14.266,14.081,1.1,2.9,62.07,-5.392,-4.773,True,True,False
USDPEN=X,wf_2,usd_liability_exposure,walk_forward,2008-09-19..2009-09-18,14.265,14.083,1.1,2.9,62.07,-3.892,-4.988,True,True,True
USDPEN=X,wf_3,receiver_currency_exposure,walk_forward,2009-09-19..2010-09-18,13.314,9.85,1.2,6.0,80.0,-1.61,-2.88,True,True,True
USDPEN=X,wf_3,usd_liability_exposure,walk_forward,2009-09-19..2010-09-18,13.314,9.851,1.2,6.0,80.0,-2.063,-4.584,True,True,True
USDPEN=X,wf_4,receiver_currency_exposure,walk_forward,2010-09-19..2011-09-18,15.107,13.68,2.2,5.1,56.86,-3.196,-3.313,True,True,True
USDPEN=X,wf_4,usd_liability_exposure,walk_forward,2010-09-19..2011-09-18,15.106,13.682,2.2,5.1,56.86,-2.294,-3.381,True,True,True
USDPEN=X,wf_5,receiver_currency_exposure,walk_forward,2011-09-19..2012-09-18,13.765,9.678,1.0,5.3,81.13,-1.695,-2.72,True,True,True
USDPEN=X,wf_5,usd_liability_exposure,walk_forward,2011-09-19..2012-09-18,13.766,9.677,1.0,5.3,81.13,-2.561,-3.828,True,True,True
USDPEN=X,wf_6,receiver_currency_exposure,walk_forward,2012-09-19..2013-09-18,10.425,9.84,1.0,3.6,72.22,-4.532,-6.042,True,True,True
USDPEN=X,wf_6,usd_liability_exposure,walk_forward,2012-09-19..2013-09-18,10.426,9.843,1.0,3.6,72.22,-1.683,-2.272,True,True,True
USDPEN=X,wf_7,receiver_currency_exposure,walk_forward,2013-09-19..2014-09-18,11.755,9.514,0.4,5.0,92.0,-3.098,-5.325,True,True,True
USDPEN=X,wf_7,usd_liability_exposure,walk_forward,2013-09-19..2014-09-18,11.755,9.513,0.4,5.0,92.0,-1.335,-2.286,True,True,True
USDPEN=X,wf_8,receiver_currency_exposure,walk_forward,2014-09-19..2015-09-18,12.274,11.768,1.4,2.0,30.0,-5.94,-5.877,True,True,False
