ticker,split,exposure_type,oos_design,test_period,no_change_cost_adj_risk_reduction,regime_based_cost_adj_risk_reduction,no_change_turnover,regime_based_turnover,turnover_reduction_pct,no_change_max_dd_hedged,regime_based_max_dd_hedged,no_change_wins_cost_adj,no_change_wins_turnover,no_change_dd_not_worse
USDZAR=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,9.337,7.89,2.2,5.8,62.07,-2.28,-2.377,True,True,True
USDZAR=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,8.728,8.351,2.5,6.2,59.68,-8.09,-10.519,True,True,True
USDZAR=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,8.726,8.345,2.5,6.2,59.68,-2.849,-2.971,True,True,True
USDZAR=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,6.704,5.943,1.6,5.1,68.63,-7.005,-8.388,True,True,True
USDZAR=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,6.702,5.943,1.6,5.1,68.63,-1.654,-2.201,True,True,True
USDZAR=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,10.528,11.295,1.4,3.6,61.11,-12.586,-13.338,False,True,True
USDZAR=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,10.531,11.297,1.4,3.6,61.11,-4.091,-3.08,False,True,False
USDZAR=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,11.948,11.443,1.9,7.3,73.97,-4.233,-4.092,True,True,False
USDZAR=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,11.949,11.443,1.9,7.3,73.97,-7.258,-9.255,True,True,True
USDZAR=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,9.783,8.773,2.0,5.4,62.96,-4.992,-4.797,True,True,False
USDZAR=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,9.784,8.768,2.0,5.4,62.96,-7.593,-8.105,True,True,True
USDZAR=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,10.248,10.613,1.2,4.0,70.0,-10.372,-9.447,False,True,False
USDZAR=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,10.248,10.611,1.2,4.0,70.0,-6.147,-3.559,False,True,False
USDZAR=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,9.064,8.149,1.1,4.7,76.6,-5.975,-6.652,True,True,True
USDZAR=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,9.063,8.147,1.1,4.7,76.6,-3.185,-3.728,True,True,True
USDZAR=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,11.37,11.603,1.2,4.5,73.33,-4.77,-3.592,False,True,False
USDZAR=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,11.369,11.602,1.2,4.5,73.33,-9.346,-9.966,False,True,True
USDZAR=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,8.769,8.05,1.5,4.8,68.75,-7.047,-6.852,True,True,False
USDZAR=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,8.77,8.054,1.5,4.8,68.75,-3.502,-5.056,True,True,True
USDZAR=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,9.708,10.083,3.0,4.8,37.5,-9.103,-9.052,False,True,False
USDZAR=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,9.709,10.085,3.0,4.8,37.5,-3.566,-2.859,False,True,False
USDZAR=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,9.379,8.532,2.2,5.8,62.07,-4.059,-5.276,True,True,True
USDZAR=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,9.377,8.531,2.2,5.8,62.07,-4.111,-3.973,True,True,False
USDZAR=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,18.86,20.84,1.2,5.4,77.78,-8.445,-6.83,False,True,False
USDZAR=X,wf_15,usd_liability_exposure,walk_forward,2024-03-19..2025-03-18,18.859,20.838,1.2,5.4,77.78,-7.572,-6.828,False,True,False
USDZAR=X,wf_16,receiver_currency_exposure,walk_forward,2025-03-19..2026-03-18,7.235,6.745,0.5,3.1,83.87,-3.304,-3.382,True,True,True
USDZAR=X,wf_16,usd_liability_exposure,walk_forward,2025-03-19..2026-03-18,7.236,6.746,0.5,3.1,83.87,-7.271,-8.833,True,True,True
USDZAR=X,wf_17,receiver_currency_exposure,walk_forward,2026-03-19..2026-05-25,9.046,9.027,0.0,0.6,100.0,-1.182,-1.188,True,True,True
USDZAR=X,wf_17,usd_liability_exposure,walk_forward,2026-03-19..2026-05-25,9.046,9.023,0.0,0.6,100.0,-2.045,-1.905,True,True,False
USDTRY=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,14.124,15.465,3.1,10.9,71.56,-37.357,-33.717,False,True,False
USDTRY=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,14.124,15.465,3.1,10.9,71.56,-15.207,-11.566,False,True,False
USDTRY=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,5.956,6.367,1.0,2.8,64.29,-29.524,-30.827,False,True,True
USDTRY=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,5.956,6.367,1.0,2.8,64.29,-1.912,-1.434,False,True,False
USDTRY=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,2.154,2.377,1.0,1.0,0.0,-8.422,-9.018,False,False,True
USDTRY=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,2.157,2.38,1.0,1.0,0.0,-0.152,-0.173,False,False,True
USDTRY=X,wf_0,receiver_currency_exposure,walk_forward,2010-04-22..2011-04-21,7.72,7.938,1.2,3.6,66.67,-5.812,-4.313,False,True,False
USDTRY=X,wf_0,usd_liability_exposure,walk_forward,2010-04-22..2011-04-21,7.723,7.943,1.2,3.6,66.67,-4.602,-5.278,False,True,True
USDTRY=X,wf_1,receiver_currency_exposure,walk_forward,2011-04-22..2012-04-21,7.829,7.909,1.6,4.6,65.22,-8.043,-8.56,False,True,True
USDTRY=X,wf_1,usd_liability_exposure,walk_forward,2011-04-22..2012-04-21,7.828,7.905,1.6,4.6,65.22,-3.141,-4.324,False,True,True
USDTRY=X,wf_2,receiver_currency_exposure,walk_forward,2012-04-22..2013-04-21,4.579,3.126,0.0,3.6,100.0,-1.835,-3.344,True,True,True
USDTRY=X,wf_2,usd_liability_exposure,walk_forward,2012-04-22..2013-04-21,4.579,3.126,0.0,3.6,100.0,-1.881,-2.842,True,True,True
USDTRY=X,wf_3,receiver_currency_exposure,walk_forward,2013-04-22..2014-04-21,7.633,8.254,0.8,3.0,73.33,-9.661,-9.353,False,True,False
USDTRY=X,wf_3,usd_liability_exposure,walk_forward,2013-04-22..2014-04-21,7.633,8.252,0.8,3.0,73.33,-3.512,-4.753,False,True,True
USDTRY=X,wf_4,receiver_currency_exposure,walk_forward,2014-04-22..2015-04-21,6.778,6.389,0.6,2.8,78.57,-9.001,-9.836,True,True,True
USDTRY=X,wf_4,usd_liability_exposure,walk_forward,2014-04-22..2015-04-21,6.778,6.391,0.6,2.8,78.57,-1.454,-1.748,True,True,True
USDTRY=X,wf_5,receiver_currency_exposure,walk_forward,2015-04-22..2016-04-21,7.559,7.155,1.0,4.0,75.0,-5.957,-7.715,True,True,True
USDTRY=X,wf_5,usd_liability_exposure,walk_forward,2015-04-22..2016-04-21,7.559,7.153,1.0,4.0,75.0,-2.875,-3.691,True,True,True
USDTRY=X,wf_6,receiver_currency_exposure,walk_forward,2016-04-22..2017-04-21,8.709,8.641,1.0,4.6,78.26,-11.9,-12.157,True,True,True
USDTRY=X,wf_6,usd_liability_exposure,walk_forward,2016-04-22..2017-04-21,8.71,8.641,1.0,4.6,78.26,-3.216,-2.552,True,True,False
USDTRY=X,wf_7,receiver_currency_exposure,walk_forward,2017-04-22..2018-04-21,7.247,6.622,0.9,3.9,76.92,-6.643,-7.075,True,True,True
USDTRY=X,wf_7,usd_liability_exposure,walk_forward,2017-04-22..2018-04-21,7.249,6.624,0.9,3.9,76.92,-2.047,-3.471,True,True,True
USDTRY=X,wf_8,receiver_currency_exposure,walk_forward,2018-04-22..2019-04-21,20.054,22.554,0.8,2.6,69.23,-20.95,-16.084,False,True,False
USDTRY=X,wf_8,usd_liability_exposure,walk_forward,2018-04-22..2019-04-21,20.054,22.556,0.8,2.6,69.23,-9.976,-9.599,False,True,False
USDTRY=X,wf_9,receiver_currency_exposure,walk_forward,2019-04-22..2020-04-21,7.587,6.621,0.4,2.8,85.71,-7.836,-8.494,True,True,True
USDTRY=X,wf_9,usd_liability_exposure,walk_forward,2019-04-22..2020-04-21,7.588,6.619,0.4,2.8,85.71,-3.379,-4.635,True,True,True
USDTRY=X,wf_10,receiver_currency_exposure,walk_forward,2020-04-22..2021-04-21,10.807,12.019,1.8,4.2,57.14,-8.583,-8.353,False,True,False
USDTRY=X,wf_10,usd_liability_exposure,walk_forward,2020-04-22..2021-04-21,10.807,12.017,1.8,4.2,57.14,-6.705,-6.143,False,True,False
USDTRY=X,wf_11,receiver_currency_exposure,walk_forward,2021-04-22..2022-04-21,20.294,23.289,0.7,1.9,63.16,-24.983,-20.768,False,True,False
USDTRY=X,wf_11,usd_liability_exposure,walk_forward,2021-04-22..2022-04-21,20.294,23.288,0.7,1.9,63.16,-15.207,-11.566,False,True,False
USDTRY=X,wf_12,receiver_currency_exposure,walk_forward,2022-04-22..2023-04-21,4.396,4.297,0.2,0.8,75.0,-8.292,-10.62,True,True,True
USDTRY=X,wf_12,usd_liability_exposure,walk_forward,2022-04-22..2023-04-21,4.393,4.295,0.2,0.8,75.0,-1.812,-1.36,True,True,False
USDTRY=X,wf_13,receiver_currency_exposure,walk_forward,2023-04-22..2024-04-21,7.412,8.537,0.4,1.0,60.0,-17.795,-16.129,False,True,False
USDTRY=X,wf_13,usd_liability_exposure,walk_forward,2023-04-22..2024-04-21,7.412,8.537,0.4,1.0,60.0,-1.912,-1.434,False,True,False
USDTRY=X,wf_14,receiver_currency_exposure,walk_forward,2024-04-22..2025-04-21,3.416,3.121,0.6,1.2,50.0,-5.759,-6.588,True,True,True
USDTRY=X,wf_14,usd_liability_exposure,walk_forward,2024-04-22..2025-04-21,3.419,3.124,0.6,1.2,50.0,-0.5,-0.692,True,True,True
USDTRY=X,wf_15,receiver_currency_exposure,walk_forward,2025-04-22..2026-04-21,1.227,1.178,0.5,0.5,0.0,-5.066,-5.887,True,False,True
USDTRY=X,wf_15,usd_liability_exposure,walk_forward,2025-04-22..2026-04-21,1.228,1.178,0.5,0.5,0.0,-0.13,-0.173,True,False,True
USDTRY=X,wf_16,receiver_currency_exposure,walk_forward,2026-04-22..2026-05-22,1.05,1.026,0.2,0.2,0.0,-0.625,-0.609,True,False,False
USDTRY=X,wf_16,usd_liability_exposure,walk_forward,2026-04-22..2026-05-22,1.054,1.028,0.2,0.2,0.0,-0.033,-0.044,True,False,True
USDCLP=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,8.778,8.77,4.7,13.3,64.66,-12.174,-10.987,True,True,False
USDCLP=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,8.779,8.768,4.7,13.3,64.66,-7.269,-9.435,True,True,True
USDCLP=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,12.056,12.16,2.9,12.5,76.8,-11.477,-10.704,False,True,False
USDCLP=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,12.056,12.159,2.9,12.5,76.8,-9.481,-9.054,False,True,False
USDCLP=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,9.255,8.947,1.3,5.7,77.19,-3.662,-4.006,True,True,True
USDCLP=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,9.255,8.946,1.3,5.7,77.19,-5.055,-5.718,True,True,True
USDCLP=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-22..2010-03-21,10.94,9.474,0.3,2.5,88.0,-4.134,-4.462,True,True,True
USDCLP=X,wf_0,usd_liability_exposure,walk_forward,2009-03-22..2010-03-21,10.941,9.472,0.3,2.5,88.0,-6.126,-8.978,True,True,True
USDCLP=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-22..2011-03-21,12.976,13.848,0.7,3.7,81.08,-2.858,-3.576,False,True,True
USDCLP=X,wf_1,usd_liability_exposure,walk_forward,2010-03-22..2011-03-21,12.975,13.852,0.7,3.7,81.08,-6.392,-5.817,False,True,False
USDCLP=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-22..2012-03-21,13.511,12.546,1.3,5.9,77.97,-7.403,-6.558,True,True,False
USDCLP=X,wf_2,usd_liability_exposure,walk_forward,2011-03-22..2012-03-21,13.515,12.549,1.3,5.9,77.97,-3.95,-4.559,True,True,True
USDCLP=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-22..2013-03-21,4.989,3.717,0.0,3.3,100.0,-2.193,-3.579,True,True,True
USDCLP=X,wf_3,usd_liability_exposure,walk_forward,2012-03-22..2013-03-21,4.989,3.719,0.0,3.3,100.0,-2.873,-4.104,True,True,True
USDCLP=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-22..2014-03-21,5.062,5.374,0.9,2.6,65.38,-7.581,-7.745,False,True,True
USDCLP=X,wf_4,usd_liability_exposure,walk_forward,2013-03-22..2014-03-21,5.063,5.374,0.9,2.6,65.38,-2.024,-1.712,False,True,False
USDCLP=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-22..2015-03-21,5.063,4.333,1.6,5.4,70.37,-5.191,-6.859,True,True,True
USDCLP=X,wf_5,usd_liability_exposure,walk_forward,2014-03-22..2015-03-21,5.061,4.333,1.6,5.4,70.37,-1.327,-2.041,True,True,True
USDCLP=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-22..2016-03-21,6.524,6.737,1.2,4.2,71.43,-7.085,-8.024,False,True,True
USDCLP=X,wf_6,usd_liability_exposure,walk_forward,2015-03-22..2016-03-21,6.526,6.735,1.2,4.2,71.43,-4.018,-3.201,False,True,False
USDCLP=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-22..2017-03-21,12.1,11.94,0.5,5.7,91.23,-3.265,-2.909,True,True,False
USDCLP=X,wf_7,usd_liability_exposure,walk_forward,2016-03-22..2017-03-21,12.101,11.935,0.5,5.7,91.23,-3.374,-4.687,True,True,True
USDCLP=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-22..2018-03-21,10.609,8.998,1.0,3.8,73.68,-2.788,-3.826,True,True,True
USDCLP=X,wf_8,usd_liability_exposure,walk_forward,2017-03-22..2018-03-21,10.609,8.993,1.0,3.8,73.68,-4.334,-7.514,True,True,True
USDCLP=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-22..2019-03-21,7.751,6.671,0.7,3.9,82.05,-4.839,-8.274,True,True,True
USDCLP=X,wf_9,usd_liability_exposure,walk_forward,2018-03-22..2019-03-21,7.75,6.674,0.7,3.9,82.05,-2.555,-2.995,True,True,True
USDCLP=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-22..2020-03-21,9.311,9.957,1.0,3.8,73.68,-9.534,-10.215,False,True,True
USDCLP=X,wf_10,usd_liability_exposure,walk_forward,2019-03-22..2020-03-21,9.312,9.961,1.0,3.8,73.68,-6.07,-4.58,False,True,False
USDCLP=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-22..2021-03-21,8.749,8.499,1.0,4.9,79.59,-2.838,-3.284,True,True,True
USDCLP=X,wf_11,usd_liability_exposure,walk_forward,2020-03-22..2021-03-21,8.749,8.492,1.0,4.9,79.59,-7.053,-9.382,True,True,True
USDCLP=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-22..2022-03-21,9.047,9.43,2.8,4.7,40.43,-8.141,-7.607,False,True,False
USDCLP=X,wf_12,usd_liability_exposure,walk_forward,2021-03-22..2022-03-21,9.048,9.427,2.8,4.7,40.43,-3.751,-2.708,False,True,False
USDCLP=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-22..2023-03-21,14.656,15.703,2.0,4.4,54.55,-11.03,-10.704,False,True,False
USDCLP=X,wf_13,usd_liability_exposure,walk_forward,2022-03-22..2023-03-21,14.657,15.708,2.0,4.4,54.55,-9.481,-8.086,False,True,False
USDCLP=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-22..2024-03-21,10.941,10.834,0.2,3.8,94.74,-8.442,-7.981,True,True,False
USDCLP=X,wf_14,usd_liability_exposure,walk_forward,2023-03-22..2024-03-21,10.941,10.83,0.2,3.8,94.74,-3.282,-4.284,True,True,True
USDCLP=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-22..2025-03-21,10.272,9.307,0.6,4.0,85.0,-4.467,-4.928,True,True,True
USDCLP=X,wf_15,usd_liability_exposure,walk_forward,2024-03-22..2025-03-21,10.273,9.305,0.6,4.0,85.0,-3.637,-4.677,True,True,True
USDCLP=X,wf_16,receiver_currency_exposure,walk_forward,2025-03-22..2026-03-21,8.975,8.393,0.8,4.0,80.0,-3.576,-3.558,True,True,False
USDCLP=X,wf_16,usd_liability_exposure,walk_forward,2025-03-22..2026-03-21,8.974,8.391,0.8,4.0,80.0,-5.055,-5.222,True,True,True
USDCLP=X,wf_17,receiver_currency_exposure,walk_forward,2026-03-22..2026-05-22,9.327,10.044,0.4,1.2,66.67,-1.576,-1.303,False,True,False
USDCLP=X,wf_17,usd_liability_exposure,walk_forward,2026-03-22..2026-05-22,9.332,10.044,0.4,1.2,66.67,-2.129,-1.76,False,True,False
USDPLN=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,5.805,5.511,3.2,11.3,71.68,-4.927,-8.607,True,True,True
USDPLN=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,5.804,5.509,3.2,11.3,71.68,-6.265,-5.553,True,True,False
USDPLN=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,7.402,7.268,3.0,11.8,74.58,-9.659,-9.213,True,True,False
USDPLN=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,7.402,7.268,3.0,11.8,74.58,-9.56,-8.668,True,True,False
USDPLN=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,6.01,5.745,1.4,4.8,70.83,-2.121,-2.932,True,True,True
USDPLN=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,6.008,5.741,1.4,4.8,70.83,-6.261,-6.417,True,True,True
USDPLN=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-19..2010-03-18,13.445,12.288,0.9,2.7,66.67,-3.322,-3.919,True,True,True
USDPLN=X,wf_0,usd_liability_exposure,walk_forward,2009-03-19..2010-03-18,13.446,12.285,0.9,2.7,66.67,-8.249,-10.544,True,True,True
USDPLN=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-19..2011-03-18,11.822,12.064,0.8,3.2,75.0,-7.93,-6.853,False,True,False
USDPLN=X,wf_1,usd_liability_exposure,walk_forward,2010-03-19..2011-03-18,11.823,12.067,0.8,3.2,75.0,-7.803,-8.246,False,True,True
USDPLN=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-19..2012-03-18,12.394,12.779,1.0,2.6,61.54,-10.888,-10.454,False,True,False
USDPLN=X,wf_2,usd_liability_exposure,walk_forward,2011-03-19..2012-03-18,12.394,12.779,1.0,2.6,61.54,-4.541,-5.772,False,True,True
USDPLN=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-19..2013-03-18,9.276,8.225,0.2,3.4,94.12,-4.222,-5.314,True,True,True
USDPLN=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,9.275,8.222,0.2,3.4,94.12,-4.516,-7.216,True,True,True
USDPLN=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,6.873,6.147,0.6,4.8,87.5,-3.05,-2.821,True,True,False
USDPLN=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,6.873,6.145,0.6,4.8,87.5,-4.482,-3.668,True,True,False
USDPLN=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,5.64,5.99,1.3,2.5,48.0,-10.273,-9.203,False,True,False
USDPLN=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,5.642,5.991,1.3,2.5,48.0,-1.544,-1.159,False,True,False
USDPLN=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,7.888,7.029,1.7,5.9,71.19,-5.744,-7.257,True,True,True
USDPLN=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,7.888,7.027,1.7,5.9,71.19,-3.626,-3.61,True,True,False
USDPLN=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,6.951,6.979,0.8,3.2,75.0,-5.077,-4.392,False,True,False
USDPLN=X,wf_7,usd_liability_exposure,walk_forward,2016-03-19..2017-03-18,6.952,6.979,0.8,3.2,75.0,-2.242,-2.606,False,True,True
USDPLN=X,wf_8,receiver_currency_exposure,walk_forward,2017-03-19..2018-03-18,5.743,5.697,3.0,4.6,34.78,-1.482,-1.481,True,True,False
USDPLN=X,wf_8,usd_liability_exposure,walk_forward,2017-03-19..2018-03-18,5.744,5.694,3.0,4.6,34.78,-5.513,-7.182,True,True,True
USDPLN=X,wf_9,receiver_currency_exposure,walk_forward,2018-03-19..2019-03-18,5.939,4.933,0.4,5.4,92.59,-4.748,-7.89,True,True,True
USDPLN=X,wf_9,usd_liability_exposure,walk_forward,2018-03-19..2019-03-18,5.939,4.936,0.4,5.4,92.59,-1.677,-2.497,True,True,True
USDPLN=X,wf_10,receiver_currency_exposure,walk_forward,2019-03-19..2020-03-18,4.641,4.166,0.7,3.7,81.08,-2.722,-4.2,True,True,True
USDPLN=X,wf_10,usd_liability_exposure,walk_forward,2019-03-19..2020-03-18,4.64,4.162,0.7,3.7,81.08,-2.535,-1.942,True,True,False
USDPLN=X,wf_11,receiver_currency_exposure,walk_forward,2020-03-19..2021-03-18,7.095,7.725,1.5,3.9,61.54,-2.975,-2.86,False,True,False
USDPLN=X,wf_11,usd_liability_exposure,walk_forward,2020-03-19..2021-03-18,7.093,7.72,1.5,3.9,61.54,-6.206,-5.553,False,True,False
USDPLN=X,wf_12,receiver_currency_exposure,walk_forward,2021-03-19..2022-03-18,7.197,7.083,1.1,4.1,73.17,-8.188,-9.459,True,True,True
USDPLN=X,wf_12,usd_liability_exposure,walk_forward,2021-03-19..2022-03-18,7.197,7.087,1.1,4.1,73.17,-3.305,-2.781,True,True,False
USDPLN=X,wf_13,receiver_currency_exposure,walk_forward,2022-03-19..2023-03-18,8.271,8.719,1.3,3.1,58.06,-7.441,-6.621,False,True,False
USDPLN=X,wf_13,usd_liability_exposure,walk_forward,2022-03-19..2023-03-18,8.272,8.718,1.3,3.1,58.06,-5.646,-4.866,False,True,False
USDPLN=X,wf_14,receiver_currency_exposure,walk_forward,2023-03-19..2024-03-18,6.581,6.111,0.8,3.8,78.95,-3.608,-4.456,True,True,True
USDPLN=X,wf_14,usd_liability_exposure,walk_forward,2023-03-19..2024-03-18,6.579,6.11,0.8,3.8,78.95,-4.654,-4.58,True,True,False
USDPLN=X,wf_15,receiver_currency_exposure,walk_forward,2024-03-19..2025-03-18,6.194,5.695,1.1,4.5,75.56,-2.921,-4.212,True,True,True
USDPLN=X,wf_15,usd_liability_exposure,walk_forward,2024-03-19..2025-03-18,6.193,5.697,1.1,4.5,75.56,-3.265,-3.097,True,True,False
USDPLN=X,wf_16,receiver_currency_exposure,walk_forward,2025-03-19..2026-03-18,5.943,5.53,1.0,3.2,68.75,-2.013,-2.852,True,True,True
USDPLN=X,wf_16,usd_liability_exposure,walk_forward,2025-03-19..2026-03-18,5.941,5.524,1.0,3.2,68.75,-4.269,-4.446,True,True,True
USDPLN=X,wf_17,receiver_currency_exposure,walk_forward,2026-03-19..2026-05-22,5.376,5.582,0.1,0.7,85.71,-0.833,-1.004,False,True,True
USDPLN=X,wf_17,usd_liability_exposure,walk_forward,2026-03-19..2026-05-22,5.377,5.577,0.1,0.7,85.71,-1.679,-1.261,False,True,False
USDKRW=X,split_1,receiver_currency_exposure,fixed_split,2019-01-01..2021-12-31,4.574,4.076,3.5,12.1,71.07,-4.484,-6.031,True,True,True
USDKRW=X,split_1,usd_liability_exposure,fixed_split,2019-01-01..2021-12-31,4.574,4.074,3.5,12.1,71.07,-4.979,-5.637,True,True,True
USDKRW=X,split_2,receiver_currency_exposure,fixed_split,2022-01-01..2024-12-31,6.148,6.087,3.6,9.8,63.27,-6.625,-10.657,True,True,True
USDKRW=X,split_2,usd_liability_exposure,fixed_split,2022-01-01..2024-12-31,6.147,6.088,3.6,9.8,63.27,-6.245,-5.146,True,True,False
USDKRW=X,split_3,receiver_currency_exposure,fixed_split,2025-01-01..2026-12-31,6.522,6.336,2.0,7.9,74.68,-4.308,-5.277,True,True,True
USDKRW=X,split_3,usd_liability_exposure,fixed_split,2025-01-01..2026-12-31,6.523,6.34,2.0,7.9,74.68,-3.721,-2.585,True,True,False
USDKRW=X,wf_0,receiver_currency_exposure,walk_forward,2009-03-19..2010-03-18,10.464,9.396,0.6,3.4,82.35,-1.888,-2.756,True,True,True
USDKRW=X,wf_0,usd_liability_exposure,walk_forward,2009-03-19..2010-03-18,10.465,9.395,0.6,3.4,82.35,-6.397,-9.861,True,True,True
USDKRW=X,wf_1,receiver_currency_exposure,walk_forward,2010-03-19..2011-03-18,10.31,9.989,1.8,4.8,62.5,-5.283,-6.07,True,True,True
USDKRW=X,wf_1,usd_liability_exposure,walk_forward,2010-03-19..2011-03-18,10.311,9.993,1.8,4.8,62.5,-4.518,-6.456,True,True,True
USDKRW=X,wf_2,receiver_currency_exposure,walk_forward,2011-03-19..2012-03-18,8.667,8.52,1.6,5.2,69.23,-5.326,-5.079,True,True,False
USDKRW=X,wf_2,usd_liability_exposure,walk_forward,2011-03-19..2012-03-18,8.67,8.52,1.6,5.2,69.23,-2.843,-4.502,True,True,True
USDKRW=X,wf_3,receiver_currency_exposure,walk_forward,2012-03-19..2013-03-18,11.528,12.785,1.5,3.3,54.55,-4.178,-2.446,False,True,False
USDKRW=X,wf_3,usd_liability_exposure,walk_forward,2012-03-19..2013-03-18,11.527,12.783,1.5,3.3,54.55,-5.087,-4.811,False,True,False
USDKRW=X,wf_4,receiver_currency_exposure,walk_forward,2013-03-19..2014-03-18,9.44,7.809,0.7,3.0,76.67,-2.923,-4.702,True,True,True
USDKRW=X,wf_4,usd_liability_exposure,walk_forward,2013-03-19..2014-03-18,9.438,7.81,0.7,3.0,76.67,-3.623,-4.155,True,True,True
USDKRW=X,wf_5,receiver_currency_exposure,walk_forward,2014-03-19..2015-03-18,6.896,6.222,1.4,4.1,65.85,-4.666,-5.769,True,True,True
USDKRW=X,wf_5,usd_liability_exposure,walk_forward,2014-03-19..2015-03-18,6.898,6.22,1.4,4.1,65.85,-2.258,-3.916,True,True,True
USDKRW=X,wf_6,receiver_currency_exposure,walk_forward,2015-03-19..2016-03-18,5.967,5.526,1.7,4.5,62.22,-5.277,-5.591,True,True,True
USDKRW=X,wf_6,usd_liability_exposure,walk_forward,2015-03-19..2016-03-18,5.965,5.527,1.7,4.5,62.22,-2.897,-3.034,True,True,True
USDKRW=X,wf_7,receiver_currency_exposure,walk_forward,2016-03-19..2017-03-18,6.722,6.795,2.3,5.3,56.6,-4.019,-3.604,False,True,False
